Departamento;Dep;Municipio;Depmun;Superficie;Poblacion;Irural;Region
Cundinamarca;25;Topaipi;25823;143,7107923;4189;48;Región Centro Oriente
Cundinamarca;25;Ubala;25839;522,4586244;7696;46;Región Centro Oriente
Cundinamarca;25;Ubaque;25841;107,0907888;6875;40;Región Centro Oriente
Cundinamarca;25;Villa De San Diego De Ubate;25843;102,2768803;44802;29;Región Centro Oriente
Cundinamarca;25;Une;25845;209,1282686;7144;43;Región Centro Oriente
Cundinamarca;25;utica;25851;92,08432173;4324;43;Región Centro Oriente
Cundinamarca;25;Vergara;25862;144,6507752;6975;43;Región Centro Oriente
Cundinamarca;25;Viani;25867;67,11837694;4497;42;Región Centro Oriente
Cundinamarca;25;Villagomez;25871;62,96892692;1783;47;Región Centro Oriente
Cundinamarca;25;Villapinzon;25873;226,1599387;17796;42;Región Centro Oriente
Cundinamarca;25;Villeta;25875;140,8872261;27986;34;Región Centro Oriente
Cundinamarca;25;Viota;25878;201,3298269;13508;40;Región Centro Oriente
Cundinamarca;25;Yacopi;25885;956,7832746;12367;54;Región Centro Oriente
Cundinamarca;25;Zipacon;25898;54,27038247;4836;38;Región Centro Oriente
Cundinamarca;25;Zipaquira;25899;194,8204343;138654;25;Región Centro Oriente
Chocó;27;Quibdo;27001;3507,122809;130042;47;Región Pacífico
Chocó;27;Acandi;27006;797,6375623;14085;58;Región Pacífico
Chocó;27;Alto Baudo;27025;2050,416714;27982;56;Región Pacífico
Chocó;27;Atrato;27050;421,5666764;6145;53;Región Pacífico
Chocó;27;Bagado;27073;807,4542058;11149;56;Región Pacífico
Chocó;27;Bahia Solano;27075;895,2984709;10207;60;Región Pacífico
Chocó;27;Bajo Baudo;27077;3479,254849;30263;65;Región Pacífico
Chocó;27;Bojaya;27099;3630,654586;12212;69;Región Pacífico
Chocó;27;El Canton Del San Pablo;27135;380,495731;6210;54;Región Pacífico
Chocó;27;Carmen Del Darien;27150;3180,694579;18930;74;Región Pacífico
Chocó;27;Certegui;27160;423,3540674;5705;51;Región Pacífico
Chocó;27;Condoto;27205;467,7174048;12464;50;Región Pacífico
Chocó;27;El Carmen De Atrato;27245;830,180929;8197;53;Región Pacífico
Chocó;27;El Litoral Del San Juan;27250;4134,978955;22242;67;Región Pacífico
Chocó;27;Istmina;27361;1879,966774;30739;57;Región Pacífico
Chocó;27;Jurado;27372;1252,150646;6774;71;Región Pacífico
Chocó;27;Lloro;27413;842,9090489;9850;55;Región Pacífico
Chocó;27;Medio Atrato;27425;1812,932901;10817;56;Región Pacífico
Chocó;27;Medio Baudo;27430;1372,044411;15405;60;Región Pacífico
Chocó;27;Medio San Juan;27450;660,5583617;10718;53;Región Pacífico
Chocó;27;Novita;27491;944,3319481;9116;59;Región Pacífico
Chocó;27;Nuqui;27495;704,0879448;16459;59;Región Pacífico
Chocó;27;Rio Iro;27580;325,1085898;5537;50;Región Pacífico
Chocó;27;Rio Quito;27600;698,956779;8355;57;Región Pacífico
Chocó;27;Riosucio;27615;7607,55093;54458;73;Región Pacífico
Chocó;27;San Jose Del Palmar;27660;1582,209736;5015;66;Región Pacífico
Chocó;27;Sipi;27745;1580,674255;3202;69;Región Pacífico
Chocó;27;Tado;27787;714,8282108;17925;51;Región Pacífico
Chocó;27;Unguia;27800;1190,321196;12821;58;Región Pacífico
Chocó;27;Union Panamericana;27810;177,7598412;6909;47;Región Pacífico
Huila;41;Neiva;41001;1269,827167;361049;32;Región Centro Sur
Huila;41;Acevedo;41006;540,5168745;25046;47;Región Centro Sur
Huila;41;Agrado;41013;273,7316483;8866;50;Región Centro Sur
Huila;41;Aipe;41016;795,630625;16361;50;Región Centro Sur
Huila;41;Algeciras;41020;589,688987;22498;48;Región Centro Sur
Huila;41;Altamira;41026;180,9755636;4323;54;Región Centro Sur
Huila;41;Baraya;41078;786,0020248;8282;57;Región Centro Sur
Huila;41;Campoalegre;41132;462,7993378;31195;43;Región Centro Sur
Huila;41;Colombia;41206;1584,969918;7136;60;Región Centro Sur
Huila;41;Elias;41244;80,4417432;4257;48;Región Centro Sur
Huila;41;Garzon;41298;606,5211714;73292;40;Región Centro Sur
Huila;41;Gigante;41306;503,703102;24634;45;Región Centro Sur
Huila;41;Guadalupe;41319;249,6073387;18104;44;Región Centro Sur
Huila;41;Hobo;41349;194,2333981;7335;49;Región Centro Sur
Huila;41;iquira;41357;356,5154798;9291;50;Región Centro Sur
Huila;41;Isnos;41359;370,6565662;25463;44;Región Centro Sur
Huila;41;La Argentina;41378;356,4211006;13021;49;Región Centro Sur
Huila;41;La Plata;41396;814,6509212;61735;44;Región Centro Sur
Huila;41;Nataga;41483;131,9400305;6520;46;Región Centro Sur
Huila;41;Oporapa;41503;155,8126072;11779;43;Región Centro Sur
Huila;41;Paicol;41518;278,3107608;6655;54;Región Centro Sur
Huila;41;Palermo;41524;884,2663648;26590;49;Región Centro Sur
Huila;41;Palestina;41530;178,2174557;11282;45;Región Centro Sur
Huila;41;Pital;41548;193,6600481;13851;44;Región Centro Sur
Huila;41;Pitalito;41551;630,6659366;126682;37;Región Centro Sur
Huila;41;Rivera;41615;251,2301651;24757;46;Región Centro Sur
Huila;41;Saladoblanco;41660;466,6449087;10502;52;Región Centro Sur
Huila;41;San Agustin;41668;1390,432191;33391;53;Región Centro Sur
Huila;41;Santa Maria;41676;339,3795893;10422;49;Región Centro Sur
Huila;41;Suaza;41770;429,6671738;22342;50;Región Centro Sur
Huila;41;Tarqui;41791;362,8118363;17587;47;Región Centro Sur
Huila;41;Tesalia;41797;367,0253871;10815;52;Región Centro Sur
Huila;41;Tello;41799;530,3993896;11775;51;Región Centro Sur
Huila;41;Teruel;41801;471,7343537;8064;55;Región Centro Sur
Huila;41;Timana;41807;185,7270854;21921;40;Región Centro Sur
Huila;41;Villavieja;41872;543,9269215;7247;55;Región Centro Sur
Huila;41;Yaguara;41885;332,9153765;7774;51;Región Centro Sur
La Guajira;44;Riohacha;44001;3088,710922;195747;44;Región Caribe
La Guajira;44;Albania;44035;546,0265525;30848;48;Región Caribe
La Guajira;44;Barrancas;44078;800,9417648;37170;49;Región Caribe
La Guajira;44;Dibulla;44090;1749,978069;40051;55;Región Caribe
La Guajira;44;Distraccion;44098;231,8728413;13706;45;Región Caribe
La Guajira;44;El Molino;44110;242,1848146;7574;49;Región Caribe
La Guajira;44;Fonseca;44279;473,5224162;43728;45;Región Caribe
La Guajira;44;Hatonuevo;44378;214,6399172;21151;43;Región Caribe
La Guajira;44;La Jagua Del Pilar;44420;179,5907965;3686;54;Región Caribe
La Guajira;44;Maicao;44430;1768,719812;178832;44;Región Caribe
La Guajira;44;Manaure;44560;1619,655457;88881;48;Región Caribe
La Guajira;44;San Juan Del Cesar;44650;1313,688361;48387;50;Región Caribe
La Guajira;44;Uribia;44847;7886,058077;177815;57;Región Caribe
La Guajira;44;Urumita;44855;246,2746095;11114;45;Región Caribe
La Guajira;44;Villanueva;44874;260,0959366;28816;41;Región Caribe
Magdalena;47;Santa Marta;47001;2347,139289;521239;33;Región Caribe
Magdalena;47;Algarrobo;47030;406,3883775;16194;49;Región Caribe
Magdalena;47;Aracataca;47053;1740,838478;40726;50;Región Caribe
Magdalena;47;Ariguani;47058;1131,744238;31077;50;Región Caribe
Magdalena;47;Cerro De San Antonio;47161;177,1961316;9885;44;Región Caribe
Magdalena;47;Chivolo;47170;536,5437406;22715;49;Región Caribe
Magdalena;47;Cienaga;47189;1324,777269;122285;39;Región Caribe
Magdalena;47;Concordia;47205;109,483706;10908;40;Región Caribe
Magdalena;47;El Banco;47245;814,8733309;67811;45;Región Caribe
Magdalena;47;El Piñon;47258;557,1423771;23400;48;Región Caribe
Magdalena;47;El Reten;47268;262,1822769;20455;40;Región Caribe
Magdalena;47;Fundacion;47288;971,901235;68681;42;Región Caribe
Magdalena;47;Guamal;47318;564,4924171;27345;47;Región Caribe
Magdalena;47;Nueva Granada;47460;842,0509564;20485;53;Región Caribe
Magdalena;47;Pedraza;47541;325,4799447;9225;50;Región Caribe
Magdalena;47;Pijiño Del Carmen;47545;661,564154;12548;52;Región Caribe
Magdalena;47;Pivijay;47551;1640,444454;38203;50;Región Caribe
Magdalena;47;Plato;47555;1457,338277;63026;48;Región Caribe
Magdalena;47;Puebloviejo;47570;675,4686403;31151;45;Región Caribe
Magdalena;47;Remolino;47605;594,9312005;11702;52;Región Caribe
Magdalena;47;Sabanas De San angel;47660;1238,967174;16247;56;Región Caribe
Magdalena;47;Salamina;47675;170,4786412;11043;43;Región Caribe
Magdalena;47;San Sebastian De Buenavista;47692;437,6455684;20171;48;Región Caribe
Magdalena;47;San Zenon;47703;268,8830035;12104;49;Región Caribe
Magdalena;47;Santa Ana;47707;1120,437342;25750;52;Región Caribe
Magdalena;47;Santa Barbara De Pinto;47720;494,7041928;10977;51;Región Caribe
Magdalena;47;Sitionuevo;47745;970,9046452;28254;47;Región Caribe
Magdalena;47;Tenerife;47798;492,1992574;13354;50;Región Caribe
Magdalena;47;Zapayan;47960;353,276259;10293;50;Región Caribe
Magdalena;47;Zona Bananera;47980;446,462118;71578;35;Región Caribe
Meta;50;Villavicencio;50001;1285,879354;538824;30;Región Llano
Meta;50;Acacias;50006;1123,737929;90124;43;Región Llano
Meta;50;Barranca De Upia;50110;403,8188631;6513;60;Región Llano
Meta;50;Cabuyaro;50124;913,6625093;6130;65;Región Llano
Meta;50;Castilla La Nueva;50150;514,6859666;15186;54;Región Llano
Meta;50;Cubarral;50223;1157,865246;7019;62;Región Llano
Meta;50;Cumaral;50226;625,0924459;23014;49;Región Llano
Meta;50;El Calvario;50245;277,8516476;1696;56;Región Llano
Meta;50;El Castillo;50251;568,2180556;7619;55;Región Llano
Meta;50;El Dorado;50270;117,3410834;3932;48;Región Llano
Meta;50;Fuente De Oro;50287;570,9912177;12266;53;Región Llano
Meta;50;Granada;50313;348,3117876;69770;36;Región Llano
Meta;50;Guamal;50318;595,7039183;14298;52;Región Llano
Meta;50;Mapiripan;50325;11949,0284;7086;78;Región Llano
Meta;50;Mesetas;50330;2280,62999;10706;64;Región Llano
Meta;50;La Macarena;50350;10839,33393;27534;72;Región Llano
Meta;50;Uribe;50370;6437,208689;9388;71;Región Llano
Meta;50;Lejanias;50400;815,4263346;11256;56;Región Llano
Meta;50;Puerto Concordia;50450;1242,935517;8484;59;Región Llano
Meta;50;Puerto Gaitan;50568;17250,08317;42677;78;Región Llano
Meta;50;Puerto Lopez;50573;6913,346576;30301;65;Región Llano
Meta;50;Puerto Lleras;50577;2535,77421;10359;66;Región Llano
Meta;50;Puerto Rico;50590;3428,13357;12918;65;Región Llano
Meta;50;Restrepo;50606;365,11661;18474;48;Región Llano
Meta;50;San Carlos De Guaroa;50680;807,794797;12598;59;Región Llano
Meta;50;San Juan De Arama;50683;1169,1046;8948;60;Región Llano
Meta;50;San Juanito;50686;237,3508522;1266;57;Región Llano
Meta;50;San Martin;50689;5933,652355;26571;67;Región Llano
Meta;50;Vistahermosa;50711;4819,210108;17168;66;Región Llano
Nariño;52;Pasto;52001;1099,411434;392748;32;Región Pacífico
Nariño;52;Alban;52019;38,61008739;9443;30;Región Pacífico
Nariño;52;Aldana;52022;47,64054844;7375;40;Región Pacífico
Nariño;52;Ancuya;52036;68,90636196;8678;40;Región Pacífico
Nariño;52;Arboleda;52051;60,18576464;8431;40;Región Pacífico
Nariño;52;Barbacoas;52079;2732,933276;56195;60;Región Pacífico
Nariño;52;Belen;52083;41,84540565;6311;39;Región Pacífico
Nariño;52;Buesaco;52110;635,9608327;23909;48;Región Pacífico
Nariño;52;Colon;52203;61,75052927;8403;38;Región Pacífico
Nariño;52;Consaca;52207;119,3536359;13761;43;Región Pacífico
Nariño;52;Contadero;52210;43,20904594;7252;39;Región Pacífico
Nariño;52;Cordoba;52215;304,6344614;15496;49;Región Pacífico
Nariño;52;Cuaspud Carlosama;52224;57,11859178;9199;40;Región Pacífico
Nariño;52;Cumbal;52227;915,3276415;36975;52;Región Pacífico
Nariño;52;Cumbitara;52233;355,166977;5843;51;Región Pacífico
Nariño;52;Chachagüi;52240;146,2717611;15328;43;Región Pacífico
Nariño;52;El Charco;52250;2490,669325;22528;60;Región Pacífico
Nariño;52;El Peñol;52254;119,8574443;7443;46;Región Pacífico
Nariño;52;El Rosario;52256;520,2915503;12169;54;Región Pacífico
Nariño;52;El Tablon De Gomez;52258;306,9026105;14296;48;Región Pacífico
Nariño;52;El Tambo;52260;247,3527344;13986;46;Región Pacífico
Nariño;52;Funes;52287;394,7623566;7168;55;Región Pacífico
Nariño;52;Guachucal;52317;155,6668965;19387;42;Región Pacífico
Nariño;52;Guaitarilla;52320;116,7397824;11422;41;Región Pacífico
Nariño;52;Gualmatan;52323;29,96186568;7049;37;Región Pacífico
Nariño;52;Iles;52352;80,53153841;7646;42;Región Pacífico
Nariño;52;Imues;52354;81,72986498;7530;43;Región Pacífico
Nariño;52;Ipiales;52356;1571,751755;115992;45;Región Pacífico
Nariño;52;La Cruz;52378;238,8463192;18697;44;Región Pacífico
Nariño;52;La Florida;52381;136,3129203;9985;43;Región Pacífico
Nariño;52;La Llanada;52385;244,9982839;6481;53;Región Pacífico
Nariño;52;La Tola;52390;415,9090478;7441;54;Región Pacífico
Nariño;52;La Union;52399;142,1523773;31803;37;Región Pacífico
Nariño;52;Leiva;52405;310,4204458;9653;49;Región Pacífico
Nariño;52;Linares;52411;135,6634468;10098;43;Región Pacífico
Nariño;52;Los Andes;52418;956,8695381;9376;56;Región Pacífico
Nariño;52;Magüi;52427;1808,095799;25214;61;Región Pacífico
Nariño;52;Mallama;52435;569,0454535;8960;57;Región Pacífico
Nariño;52;Mosquera;52473;768,0522291;12283;57;Región Pacífico
Nariño;52;Nariño;52480;25,3128147;4355;43;Región Pacífico
Nariño;52;Olaya Herrera;52490;1003,117446;25282;52;Región Pacífico
Nariño;52;Ospina;52506;64,8432117;7039;41;Región Pacífico
Nariño;52;Francisco Pizarro;52520;525,1840159;14176;55;Región Pacífico
Nariño;52;Policarpa;52540;434,3413094;9827;51;Región Pacífico
Nariño;52;Potosi;52560;388,2995576;10197;50;Región Pacífico
Nariño;52;Providencia;52565;39,94762088;5562;35;Región Pacífico
Nariño;52;Puerres;52573;350,1439761;8450;53;Región Pacífico
Nariño;52;Pupiales;52585;129,6597984;17334;40;Región Pacífico
Nariño;52;Ricaurte;52612;1055,732781;19885;58;Región Pacífico
Nariño;52;Roberto Payan;52621;1457,715943;12681;59;Región Pacífico
Nariño;52;Samaniego;52678;605,0439449;28380;44;Región Pacífico
Nariño;52;Sandona;52683;101,6125143;20184;35;Región Pacífico
Nariño;52;San Bernardo;52685;65,16451439;9186;35;Región Pacífico
Nariño;52;San Lorenzo;52687;249,1435892;18435;44;Región Pacífico
Nariño;52;San Pablo;52693;111,8596439;15034;38;Región Pacífico
Nariño;52;San Pedro De Cartago;52694;55,64727657;6831;40;Región Pacífico
Nariño;52;Santa Barbara;52696;1224,575606;13331;58;Región Pacífico
Nariño;52;Santacruz;52699;540,6326139;10939;50;Región Pacífico
Nariño;52;Sapuyes;52720;115,5485107;7277;46;Región Pacífico
Nariño;52;Taminango;52786;234,657835;17866;44;Región Pacífico
Nariño;52;Tangua;52788;217,9597661;13397;47;Región Pacífico
Nariño;52;San Andres De Tumaco;52835;3611,510833;255783;30;Región Pacífico
Nariño;52;Tuquerres;52838;216,2723493;44650;37;Región Pacífico
Nariño;52;Yacuanquer;52885;102,7351562;10946;42;Región Pacífico
Norte De Santander;54;San Jose De Cucuta;54001;1133,525946;749197;29;Región Centro Oriente
Norte De Santander;54;abrego;54003;1382,449756;33003;52;Región Centro Oriente
Norte De Santander;54;Arboledas;54051;456,1489886;9860;53;Región Centro Oriente
Norte De Santander;54;Bochalema;54099;170,2670443;8529;48;Región Centro Oriente
Norte De Santander;54;Bucarasica;54109;270,7908591;6472;55;Región Centro Oriente
Norte De Santander;54;Cacota;54125;138,9221902;2855;53;Región Centro Oriente
Norte De Santander;54;Cachira;54128;615,8199047;11096;54;Región Centro Oriente
Norte De Santander;54;Chinacota;54172;166,2541388;18176;42;Región Centro Oriente
Norte De Santander;54;Chitaga;54174;1185,178041;12042;59;Región Centro Oriente
Norte De Santander;54;Convencion;54206;931,9213559;19131;55;Región Centro Oriente
Norte De Santander;54;Cucutilla;54223;374,9105455;8307;52;Región Centro Oriente
Norte De Santander;54;Durania;54239;175,0128162;4693;52;Región Centro Oriente
Norte De Santander;54;El Carmen;54245;1727,742958;13648;60;Región Centro Oriente
Norte De Santander;54;El Tarra;54250;704,1002866;21145;57;Región Centro Oriente
Norte De Santander;54;El Zulia;54261;505,3040973;28240;48;Región Centro Oriente
Norte De Santander;54;Gramalote;54313;149,0239078;7524;48;Región Centro Oriente
Norte De Santander;54;Hacari;54344;419,0049342;10342;53;Región Centro Oriente
Norte De Santander;54;Herran;54347;106,9580248;7087;48;Región Centro Oriente
Norte De Santander;54;Labateca;54377;256,0397861;6443;52;Región Centro Oriente
Norte De Santander;54;La Esperanza;54385;669,8994397;11941;54;Región Centro Oriente
Norte De Santander;54;La Playa;54398;242,2146673;7821;50;Región Centro Oriente
Norte De Santander;54;Los Patios;54405;127,5881331;93754;28;Región Centro Oriente
Norte De Santander;54;Lourdes;54418;86,58733641;4091;48;Región Centro Oriente
Norte De Santander;54;Mutiscua;54480;158,8096749;4373;51;Región Centro Oriente
Norte De Santander;54;Ocaña;54498;522,5999579;124603;36;Región Centro Oriente
Norte De Santander;54;Pamplona;54518;298,2940905;52240;36;Región Centro Oriente
Norte De Santander;54;Pamplonita;54520;170,9308944;5628;50;Región Centro Oriente
Norte De Santander;54;Puerto Santander;54553;44,94540103;8938;37;Región Centro Oriente
Norte De Santander;54;Ragonvalia;54599;97,72577789;6149;44;Región Centro Oriente
Norte De Santander;54;Salazar;54660;493,9100895;10501;54;Región Centro Oriente
Norte De Santander;54;San Calixto;54670;398,0219526;12127;51;Región Centro Oriente
Norte De Santander;54;San Cayetano;54673;139,2816488;7442;49;Región Centro Oriente
Norte De Santander;54;Santiago;54680;172,5381884;3537;56;Región Centro Oriente
Norte De Santander;54;Sardinata;54720;1467,70683;26100;56;Región Centro Oriente
Norte De Santander;54;Silos;54743;316,8554077;6380;54;Región Centro Oriente
Norte De Santander;54;Teorama;54800;927,0539563;17040;55;Región Centro Oriente
Norte De Santander;54;Tibu;54810;2680,072915;56510;58;Región Centro Oriente
Norte De Santander;54;Toledo;54820;1480,665029;15937;58;Región Centro Oriente
Norte De Santander;54;Villa Caro;54871;401,0584517;5172;57;Región Centro Oriente
Norte De Santander;54;Villa Del Rosario;54874;90,61902907;107288;25;Región Centro Oriente
Quindío;63;Armenia;63001;121,6174162;300194;13;Región Eje Cafetero 
Quindío;63;Buenavista;63111;38,45809947;3107;39;Región Eje Cafetero 
Quindío;63;Calarca;63130;220,8362899;73872;28;Región Eje Cafetero 
Quindío;63;Circasia;63190;90,32288746;28631;29;Región Eje Cafetero 
Quindío;63;Cordoba;63212;92,97624817;5687;42;Región Eje Cafetero 
Quindío;63;Filandia;63272;106,5620098;12154;35;Región Eje Cafetero 
Quindío;63;Genova;63302;294,9377186;7455;46;Región Eje Cafetero 
Quindío;63;La Tebaida;63401;89,37974557;34172;27;Región Eje Cafetero 
Quindío;63;Montenegro;63470;149,0575123;37127;30;Región Eje Cafetero 
Quindío;63;Pijao;63548;248,5826167;5146;48;Región Eje Cafetero 
Quindío;63;Quimbaya;63594;133,520354;30911;30;Región Eje Cafetero 
Quindío;63;Salento;63690;347,3199486;9399;49;Región Eje Cafetero 
Risaralda;66;Pereira;66001;608,1659906;472406;21;Región Eje Cafetero 
Risaralda;66;Apia;66045;149,9805114;12276;37;Región Eje Cafetero 
Risaralda;66;Balboa;66075;119,4859849;6348;43;Región Eje Cafetero 
Risaralda;66;Belen De Umbria;66088;180,6004387;24660;34;Región Eje Cafetero 
Risaralda;66;Dosquebradas;66170;70,12886684;220771;12;Región Eje Cafetero 
Risaralda;66;Guatica;66318;100,8206391;12108;34;Región Eje Cafetero 
Risaralda;66;La Celia;66383;92,47366148;7448;39;Región Eje Cafetero 
Risaralda;66;La Virginia;66400;32,80121313;27916;20;Región Eje Cafetero 
Risaralda;66;Marsella;66440;149,3191374;16782;34;Región Eje Cafetero 
Risaralda;66;Mistrato;66456;564,7434802;17110;49;Región Eje Cafetero 
Risaralda;66;Pueblo Rico;66572;613,7678132;16309;51;Región Eje Cafetero 
